tweet_id,text,task1,task2,ID
1127501682193993729,"RT @kansal2808: Phool🌺 me jis tarha khushboo🌺 achi lgti hain
Mujhko us tarha meri maa💓 achhi lgti hain
Allah🙏slamat or khush😊 rakhe meri ma…",NOT,NONE,hasoc_2020_hi_3269
1127730678634663937,"उम्र कम थी और इश्क बेहिसाब हो गया 

उम्र बढती गयी और ये रोग लाजवाब हो गया !

❤❤",NOT,NONE,hasoc_2020_hi_1817
1127480500963037184,RT @shantilalthak11: अलवर मे 3 घंटे तक दलित महिला का गैंगरेप। सारे दलित चिंतक चुप। कयोंकि सरकार भाजपा कि नहीं है तो विरोध किस का करें।,HOF,HATE,hasoc_2020_hi_2859
1123648446429138944,"RT @yadavakhilesh: हमने ऐसा विकास आज तक नहीं देखा जो किसानों, गरीबों, छात्रों और खुद भाजपा नेताओं को आत्महत्या करने पर मजबूर कर दे। 

नोटबं…",HOF,OFFN,hasoc_2020_hi_3181
1127541389686796288,RT @SSharmajsr: पटना से BJP रवि शंकर प्रसाद भी भारी मतो से जीत रहे है यह बड़ी खुशखबड़ी है,NOT,NONE,hasoc_2020_hi_820
1127525493245394944,"RT @RaiSahab20: बंगाल में हो रही चुनाव प्रक्रिया पूरी तरह अलोकतांत्रिक है,क्या @ECISVEEP पूरी तरह असहाय हो चुका है तो फिर बंगाल में हुए सभी…",HOF,HATE,hasoc_2020_hi_704
1123746916112719873,"RT @bipinchauhan: @KremlinRussia_E @GovernmentRF @mfa_russia कोई तो है,जो सबके पीछे पड़ा है,इस वाले ब्रह्माण्ड 🗺️ के।लगे रहो। @BBC @bankofe…",NOT,NONE,hasoc_2020_hi_1353
1127631407822639104,"RT @Mj16111980: जान लेने पे तुले हे दोनो मेरी..इश्क हार नही मानता..दिल बात नही मानता 
 
 बेहपना मोहबतें -💕💕 https://t.co/JKCoVV2Kzw",NOT,NONE,hasoc_2020_hi_3211
1127767861127262210,"इस ऋतु में हमारी पाचन शक्ति अक्सर कमजोर हो जाती है। पाचन शक्ति ठीक से कार्य करे, इसके लिए तेज मिर्च-मसालेदार, तले हुए एवं गरिष्ठ भोजन से जहां तक हो सके परहेज करें। भूख से दो रोटी कम सेवन करें एवं पानी का उपयोग ज्यादा करें। #SummerHealthTipsByBapuji",NOT,NONE,hasoc_2020_hi_2469
1127599602415353856,RT @agrwal_akhil: मदरसा छाप नेता नूरजमाल जो कि कांग्रेस की सरकार मे मंत्री थे इनके कूपुत्र नेकीबुर जमाल कैसे एक महिला को पीट रहे जो कि गुवा…,HOF,HATE,hasoc_2020_hi_1689
1127608410461966336,"RT @mishra167: #saraalikhan
कठमुल्लों से किसी की खुशी देखी नहीं जाती. कोई लड़की तनिक खुश होकर जीना चाहे वहीं टांग अड़ाने पहुंच जाते, फतवे…",NOT,NONE,hasoc_2020_hi_4200
1127463451113050112,@EkCharwaha 3 लाख से ज्यादा कटे वोट,NOT,NONE,hasoc_2020_hi_2467
1127753659196960769,@ashutosh83B कालुतोष जरा चुप भी रहा करो बहुत दुर्गंध आती है मुंह से।,HOF,OFFN,hasoc_2020_hi_501
1127687460492906496,"RT @DDjaibhagwan: पुरे हरियाणा में बजाओ डंका, भ्रष्टाचार की जलाओ लंका | 12 मई को आने वाले लोकसभा चुनाव में चप्पल के निशान पर बटन दबा कर अप…",NOT,NONE,hasoc_2020_hi_917
1127798232073920512,@alok_ajay वो लौ भी अब फड़फड़ाने लगी है...अपनी अंतिम फड़फड़ाहट..,NOT,NONE,hasoc_2020_hi_4102
1127561430067081216,"RT @BJP4India: अलवर में दलित महिला के साथ उसके पति के सामने सामूहिक दुष्कर्म किया, उसकी फिल्म बनाई और वायरल कर दी। पुलिस हाथ पर हाथ धरे बै…",HOF,OFFN,hasoc_2020_hi_959
1127645098051661824,@Gulmoha99443364 दोस्ती तो आत्माओं का संबंध है। इसमें ही विश्वास है अपना,NOT,NONE,hasoc_2020_hi_2662
1127536180352827392,"RT @sawalaramparmar: बंगाल मे जिस प्रकार से मतदाताओं को धमकियों से टीएमसी वाले वोट ले रहे है,इसे देखकर हम भी”खड़े होकर डंडे के ज़ोर से चुना…",NOT,NONE,hasoc_2020_hi_3917
1123517277934997504,"RT @BebakAawaj: BJP कभी भी अपने विपक्षी नेता की चुनौती स्वीकार नही करती है? वो हमेशा उसे प्रोपेगेंडा के तहत बदनाम करती है।

यही है BJP की…",NOT,NONE,hasoc_2020_hi_2497
1127556212348702721,RT @PoeticKanchi03: माँ का यह रूप हमें बेफिक्र होकर मीठी नींद में सुलाकर सपनों के स्वर्ग में घूमने का अवसर देता था।सारी चिंता माँ ओढ़कर ह…,NOT,NONE,hasoc_2020_hi_575
1127556740826800129,RT @CEOMPElections: जब मन में संकल्प हो कर जाने का तो हर बाधा को पार किया जा सकता है। श्री किशोर फड़नीस ने भी संकल्प लिया था कि हर हाल में…,NOT,NONE,hasoc_2020_hi_2657
1127533743466602496,"हर तरफ़ एक ही गूँज ,

23 मई भाजपा गई . 

#hogicongresskijeet 
#MeriAwazMeriCongress 
@priyankagandhi @RahulGandhi @INCUttarPradesh https://t.co/JRCLmHMHY4",NOT,NONE,hasoc_2020_hi_2805
1123614225098625024,"दौलत की अंधेरी रातों ने मेहनत का सूरज छिपा लिया,
दौलत की अंधेरी रातो से जब हम अपना सवेरा मांगेंगे,
इक बाग नही, इक खेत नहीं, हम सारी दुनिया मांगेंगे।

@SanjayAzadSln 
https://t.co/lBcQAKiMah",NOT,NONE,hasoc_2020_hi_3382
1123501071173709824,"RT @jaiprakashshah2: ""क्या जापान,क्या अमेरिका
क्या चीन और क्या फ्रांस 
झुकती है सारी दुनिया भी 
झुकाने वाला होना चाहिये"" 
चीन 2 बार ये सोच…",NOT,NONE,hasoc_2020_hi_462
1123530976532078592,"RT @shuklapinku: श्रीमती प्रियंका बाड्रा दूसरे मासूम बच्चों से कहलवा रही है """"चौकीदार चोर है"""" 
किन्तु अपने बच्चों को कब बताएगी कि ""तुम्हा…",HOF,OFFN,hasoc_2020_hi_298
1127601909299204096,"RT @abhishekab18: वोटर लिस्ट मे बहुत से  लोगों के नाम नहीं है
BJP के लोग नाम तक कटवा दे रहे हैं
वोट कैसे दे

@yadavakhilesh @nafeesahmadsp…",NOT,NONE,hasoc_2020_hi_4086
1127544472475013120,"RT @Amanrana1197: मोदी जीं व जयराम जी की दूरगामी सोच से आज हिमाचल की हर रसोई धुआँ मुक्त हो रही है 
#ShahKishan4Chamba https://t.co/GU9p0OG0…",NOT,NONE,hasoc_2020_hi_2778
1127579725595942914,RT @Hamara_Desh: दिल्ली वाले वोट देने नहीं निकले लेकिन सरकार को गालियां सब से ज्यादा देते हैं। इन से ज्यादा समझदार तो मेरे गांव का मतदाता र…,NOT,NONE,hasoc_2020_hi_1147
1127541616162422784,"RT @JayaPradaMP: कमल निशान पर मुहर लगाकर, बीजेपी को लाना है
अभी काम है बाकी फिर, मोदी सरकार बनाना है।",NOT,NONE,hasoc_2020_hi_1155
1123668566476091392,"RT @VAIRAGI18: हमारी आँखों में ऎसा क़याम,,, इश्क़ का है,
कोई भी देख के कह दे, ये काम इश्क़ का है।

-तुम्हारा वैरागी💞

@DrKumarVishwas @mano…",NOT,NONE,hasoc_2020_hi_1158
1127803315553820672,"मुमकिन है. हर साल, हर महीने, बार बार मुमकिन है।
फिर एक बार.....#### सरकार https://t.co/AWx9lQuoJp",NOT,NONE,hasoc_2020_hi_1664
1123788800403091456,"RT @TV9Bharatvarsh: ‘ये वाला नहीं, अच्छा नहीं लगेगा, अच्छे बच्चे बनो…’, मोदी विरोधी नारे लगाने वाले बच्चों से #PriyankaGandhiVadra ने कहा #…",NOT,NONE,hasoc_2020_hi_551
1127763893294526464,RT @Vincyhot: Pataka bhabhi bina ticket ke train me safar kar rahi thi..TC ne pakad lia to bathroom me jaake usko apne mammo ka jalwa dikha…,HOF,PRFN,hasoc_2020_hi_3732
1127504404297338881,"RT @Dil_se_re_: सुनो बे 
आज मेको पता चला
मैं भी किसी का क्रश हु 😍😍
तो किसी का वैलेंटाइन 😍😍

कल जब लड़कियों ने चेक किया
#Affinitweet पर तब…",NOT,NONE,hasoc_2020_hi_1039
1127490206595076096,"RT @DineshP777: @Goldenthrust कॉन्ग्रेस तो गई....

सिंधिया जी का चेहरा तो यही बता रहा है😀",NOT,NONE,hasoc_2020_hi_2406
1127736567433351168,"फेसबुक  वाट्सएप से देश को भारी क्षति
नई सरकार के वनने के तुरंत वाद  फेसबुक और वट्सएप को देश से बाहर भगाने अभियान प्रारंभ करेंगे प्रिंट और इलेक्ट्रॉनिक मीडिया की विक्रती से ग्रषित है फेसबुक ,वाट्सएप को और अधिक जबाबदारी की आवश्यकता है । https://t.co/gVAxUih13h",NOT,NONE,hasoc_2020_hi_597
1127769085851258880,RT @subbiah_doctor: आज के चुनाव में हिन्दू आतंकवाद बात करने वालों का बर्दाश्त न कीजिये। https://t.co/NhB17DWn7G,HOF,HATE,hasoc_2020_hi_230
1127789726033797120,@thesanjaytom ग़लत । ईंट चुनाव चिन्ह को तो नहीं दिया था ।,NOT,NONE,hasoc_2020_hi_4392
1123828612766097408,@MajorPoonia आज केजरीवाल के घर शोकशभा है मसूदअजहर की आने वाली बर्बादी को देखते हुए।कृपया जितने भी नीच गिरे हुए सूअर प्रजाति के देशद्रोही हैं वो पहुँचने का कष्ट करें🙏,HOF,OFFN,hasoc_2020_hi_2666
1127560909977571328,@Being_Manass @DeadpoolSA ये देखो ये भाईसा भी मान गए।,NOT,NONE,hasoc_2020_hi_3569
1127589364114935808,"RT @ASR_21_A: मोदी जी मुस्लिम बिरोधी है तभी तो सऊदी से 850 कैदी छुड़वाऐ
जिसमें से 833 मुसलमान ही थे।

कुछ तो शर्म करो बोलने वालो।",NOT,NONE,hasoc_2020_hi_2046
1127754548393603072,"RT @agrwal_akhil: राहुल गांधी एक हीरा है
इज्जत करे
इसको देखकर सुनकर हंसी आये वो हीरा ही है
😂 😂 😂 😂 😂
@priyankagandhi देख रही हो ना 
 https:…",NOT,NONE,hasoc_2020_hi_460
1127757333403058176,"माँ 
अब मैं बूढ़ा हो गया हूँ 
लेकिन जब जब तुम्हें याद करता हूँ 
अपने आप को बच्चा ही पता हूँ
तुम्हारी 
वो कुर्बनियाँ 
मेरी ख़ातिर 
क़यामतों से लड़तीं 
तूफ़ानों का रूख मोड़तीं 
आत्म सम्मान से समझौता करतीं 
तकी 
मेरा पेट भर सके 
मेरे आँसू मर सके 
कभी भूल नहीं पाऊँगा 
माँ तुमको 
याद https://t.co/v8Dc7iLW01",NOT,NONE,hasoc_2020_hi_2537
1123544649992261634,"RT @ijokani: पैट्रोल इतना महंगा हैं कि,,,🤔सोच रही हूँ स्कूटी बेचकर, बैलगाड़ी ले लूँ..
.
.
ओर बैलौं की जगह दो पप्पू और केजरी बांध लूँ!

केसा…",HOF,OFFN,hasoc_2020_hi_3767
1127523232540758016,"बचपन में आम के खेत में आम चोरी करके बादल के पीछे छुप जाता था 🤷

माली का राडार मुझे पकड़ नहीं पाता था :- गोभी जी! 😜

😁😁😁

#JokerModi",NOT,NONE,hasoc_2020_hi_1709
1127582468695945217,RT @KeshavKarn11: मोदी की चाहत में मुस्लिम या हिंदू है ही नहीं।यहाँ नागरिक हैं और सबको लाभ मिल रहा है।अगर आँकड़ों की ही बात करें तो UP में…,NOT,NONE,hasoc_2020_hi_2187
1127803269441576960,@yadavdimples @RahulGandhi ये ट्वीट् समाजवादीयों की घटिया सोच दिखा रहा है !,NOT,NONE,hasoc_2020_hi_1546
1127803156186980353,"RT @Wahcricketlive: #IPL फाइनल को फिक्स बताए जाने पर भड़के विवेक ओबेरॉय, कहा- ‘इनसाइड एज-2’ प्रमोट कर रहे हैं क्या?

https://t.co/5u7Tl6aob…",NOT,NONE,hasoc_2020_hi_2903
1123588262365319169,@abhisar_sharma अब थोड़ी देर बाद उसमें अजहर मसूद भी जोड़ लेना।,NOT,NONE,hasoc_2020_hi_2100
1123531291130048512,RT @FatyachandJ: @ZeeNewsHindi बहुत ही अच्छा है शिवसेना का सुझाव बुर्के पर चेहरा ढकने पर हर चीज पर हिंदुस्तान में बैन लगा देना चाहिए यही अ…,HOF,HATE,hasoc_2020_hi_1998
1127730598905307138,"RT @VedTiwari: इस कमसिन जवानी को यूँ “उँगलियो” से मत बहा ज़ालिम, हमारा बुढ़ापा भी किसी “तूफ़ान” से कम नही है 😂😂😂

#हवसी_बुड्ढा https://t.co…",HOF,PRFN,hasoc_2020_hi_316
1127652752648286213,@priyankagandhi दीदी जैसा कोई नही है इस देश मे ।पिता ने अटल जी का इलाज कराया था बेटी आम लोगो का करा रही है।,NOT,NONE,hasoc_2020_hi_550
1127591775856513024,"RT @rajivtuli69: काँग्रेस जिस काम में माहिर है, वो फिर कर रही है। 

*ठगी* जो पिछले 70 सालों से करती आई है।

देखिए कैसे भोले-भाले गरीब लोगों…",NOT,NONE,hasoc_2020_hi_527
1127753600497737728,RT @AnkitLal: @kapsology मैं पटाखे फाइनेंस करवा दूंगा।,NOT,NONE,hasoc_2020_hi_1115
1127609731646803968,"RT @SeemaIn90304289: इंसान जब सत्संग में आता है तो उसके बुरे कर्म ख़त्म होते चले जाते हैं और नेक व भले कर्म बनते चले जाते हैं। 
@Gurmeetram…",NOT,NONE,hasoc_2020_hi_1578
1127663120954998785,HUE HUE HUE HUE HUE HUE HUE HUE HUE HUE HUE HUE I'M ODDLY AROUSED,HOF,PRFN,hasoc_2020_hi_1073
1127555683849609216,"नेता कहीं भी रहे और कहीं भी वोट दे उनके लिए सब जायज़ है तो आम जनता के लिए भी ऐसा कोई उपाय किया जाये जिससे ओ जहाँ रहे वही वोट करे और अगर पिछले पांच वर्ष मे सब कुछ ठीक है तो इस देश में 17, 18% वोट पर हार जीत का फैसला हो जायेगा वाह इस देश की चंद अमीरों की राजनीति",NOT,NONE,hasoc_2020_hi_2926
1127718116686008320,@SR65565321 ऐसा सवाल करने वाले को देशद्रोही माना जायेगा😂😂😂,HOF,HATE,hasoc_2020_hi_3674
1127514617444331520,"अपने परिवार,चमचो,दलालों, भरवो का।",HOF,PRFN,hasoc_2020_hi_2917
1127793387665362944,"RT @harshali_desai: जिनको ठीक से घड़ी देखना 
तक नहीं आता,
.
.
.
.
.
.

वो लोग भी बोल रहे है अपना भी वक्त आयेगा !!
😂😂😂😂😂😂",NOT,NONE,hasoc_2020_hi_1136
1123609930139721730,"RT @PrakashChouhan_: https://t.co/NufuO2skQP

थोड़ी तो शर्म करो रे दोगलो खुद को देश भक्त कहते हुए तुम्हारी जुबान कट के गिर क्यों नही जाती ई…",HOF,OFFN,hasoc_2020_hi_889
1127469318965465088,"समझो कि सिर्फ जिस्म है,और जान नहीं रही,.वो शख्स जो जिंदा है,और माँ नहीं रही ....",NOT,NONE,hasoc_2020_hi_2374
1127798567626633216,"RT @sohanbhai111: नारी को मिलेगा सम्मान - अब होगा न्याय 
Maharaj of Gwalior @RahulGandhi @INCIndia https://t.co/D5y9knmL0r",NOT,NONE,hasoc_2020_hi_160
1127538306856566784,@ajitanjum @nirahua1 आपके मजे ले लिए उसने 😂😂,NOT,NONE,hasoc_2020_hi_1886
1127552210961702912,"RT @kaur0211: सत्ता के भूखे और लालची आपका मोदी पहले कॉग्रेस मे ही घुसे थे
कॉग्रेस ने इसकी फितरत परख कर इसको घास नही डाली तो ये BJP मे घुस ग…",HOF,OFFN,hasoc_2020_hi_3939
1127565687264649216,@sambitswaraj छिछोरे की बातों का बुरा नहीं मानते।😜😜,NOT,NONE,hasoc_2020_hi_3383
1127755060119662593,"RT @dharmvirjangra9: वोट कर दिया है दोस्तों आप भी अपनी फोटो जरूर डालें #जयहिंद #जयभारत ""हर बार मोदी सरकार""
@beingarun28 @sureshbhattbjp @su…",NOT,NONE,hasoc_2020_hi_2717
1127607508674068480,"RT @HardeepSPuri: हर गली में जोश है। 
हर दिल मे उत्साह है।

@BJP4Punjab https://t.co/W5ZBJynGad",NOT,NONE,hasoc_2020_hi_1970
1127485110515683328,RT @AajKaMowgli: अंतरराष्ट्रीय मुख्यमंत्री महामहिम केजरी(@ArvindKejriwal ) के पूर्ण राज्य की असल कहानी श्रीमान कपिल मिश्रा जी(@KapilMishra_…,NOT,NONE,hasoc_2020_hi_863
1127484372288921600,"RT @Leo_Knock: जब प्रियंकवा अमेठी में बोल रही
थी कि मोदी झूठ बोलते है उस वक़्त
उसका भाई पप्पूवा कोर्ट में झूठ बोलने
पर माफीनामा दे रहा था।।…",HOF,OFFN,hasoc_2020_hi_183
1127575346750976000,"RT @parvezpathon1: #Alhamdulillah-रोजे रहने के बावजूद मुसलमानों ने जमकर किये वोट,

हमारे सदर @asadowaisi ने सही कहा था, रामजान में #मुसलमा…",NOT,NONE,hasoc_2020_hi_2309
1123764490229698566,"RT @Mayawati: आतंकवाद, नक्सलवाद व अराजकता आदि से निपटने में बीजेपी बुरी तरह से विफल रही है। इसके बावजूद पीएम श्री मोदी का उलटा आरोप है कि ह…",NOT,NONE,hasoc_2020_hi_1601
1127581696923131911,"RT @PataleRiya: अलवर (राजस्थान) में फिर शर्मसार कर देने वाली घटना, 
अस्पताल के डिलीवरी रूम में महिला के साथ रेप

बधाई हो चमच्चाे आप कांग्रे…",HOF,HATE,hasoc_2020_hi_497
1123656734378119168,"RT @jigneshmaveshi: तेजिंदर भाई ये गलत बात है,
इंडिया में तो आपने कोहराम मचाया हुआ है लिबरल लोगो मे,लेकिन पाकिस्तान में भी आपके नाम से कोह…",NOT,NONE,hasoc_2020_hi_2459
1127562357016813571,RT @sHiFa___0302: @DkMasahallah786 @imrzn1 कुछ नहीं आप का जिक्र कर रही थी,NOT,NONE,hasoc_2020_hi_3774
1123538962520240128,@ArvindKejriwal Ek bar har se dil nahi bhara hai kya😂😂😂,NOT,NONE,hasoc_2020_hi_2101
1127488080057757696,RT @Vineetbhargava9: जब पता होता है आएगा तो मोदी ही तब ऐसे ही चेहरा उतर जाता है। https://t.co/kHhehFHc7p,NOT,NONE,hasoc_2020_hi_156
1127808743008157697,मेरा वोट शांति प्रगति भाईचारे के लिए https://t.co/JUdf1d9N41,NOT,NONE,hasoc_2020_hi_4363
1127564978456649729,"RT @s_marwadi786: दुनिया के सबसे बड़े 
टाइम मैगेजीन ने कहा 
नरेन्द्र मोदी देश के टुकडे टुकडे
 कर रहा है  मतलब 
देश द्रोही कौन",HOF,OFFN,hasoc_2020_hi_3889
1123584281954136065,"तेज बहादुर का nomination cancel कर दिया गया।

लगता है मोदीजी एक जवान से डर गए।",NOT,NONE,hasoc_2020_hi_2569
1127515393394860032,"RT @ALKAAGARWAL9: पिछले महीने भोपाल यात्रा के दौरान बहुत से भोपाल वासियों ने कहा कि हम बहुत पछता रहे हैं।
पछताना छोड़िए और बाहर निकलकर BJP…",NOT,NONE,hasoc_2020_hi_3024
1127581864720420864,@raghav_chadha @ArvindKejriwal अगर तू जीता तो झाड़ू मिलेगी इनाम में अगर अगर हारा तो झाड़ू मिलेगी गांड में फिर बन जाएगा मोर और नाच कर दिखाएगा,HOF,PRFN,hasoc_2020_hi_271
1123622320097058818,RT @Gyan_p_mishra: जो मसूद अजहर ‘जी’ कह रहे थे अब क्या कहेंगे। वह तो अन्तरराष्ट्रीय आतंकी घोषित हो गया। अब एक ही रास्ता बचा है। एक्टर गोविं…,NOT,NONE,hasoc_2020_hi_2614
1127806654257422336,@realblackstar2 @rashtrapatibhvn @PMOIndia @narendramodi @rajnathsingh @SCofInd दुनिया के लिये सबसे ज्यादा खतरा इन कट्टरपंथीय मुस्लिम समाज से ही है। मानो या ना मानो लेकीन यह सच है। दुनिया को इस्लाममुक्त करने की जरूरत है तब ही दुनिया मे शांती कायम होगी।,HOF,HATE,hasoc_2020_hi_852
1127538441078525952,@BelwalSatish @dusad_anil @TajinderBagga @AshutoshkrUp @narendramodi उस से इनका कोई लेना देना नहीं है।।,NOT,NONE,hasoc_2020_hi_3172
1123501771601498112,@2SA__2 एक बार मदरसा ले गए थे भाई लोग बिल्कुल ऐसे ही 😥😥😥,NOT,NONE,hasoc_2020_hi_2746
1123581685675618304,"@RahulGandhi ने कहा था @narendramodi
जी चीन से डरता है। अब बताओ राहुल गांधी कौन किससे डरता है??
#MasoodAzhar",NOT,NONE,hasoc_2020_hi_3971
1123774195844964353,"RT @Sunita99996688: #वेद_मेरा_भेद_है
कबीर जी ने समझाया है कि
 हे मानव शरीर धारी प्राणी! यह मानव जन्म बहुत युगों पर्यन्त प्राप्त होता है।
त…",NOT,NONE,hasoc_2020_hi_3161
1127475824322596865,"RT @AgrwalRani: नसीरुद्दीन,जावेद,आमिर खान,

शाहरुख खान कहां खप गए 
सब के सब चमचों,

श्रीलंका में आज 612👈 मस्जिद पर बुलडोजर चलेगी।।

 जाओ तु…",HOF,HATE,hasoc_2020_hi_174
1127603909961240576,@ANI @Being_Humor ये हाल है काँग्रेस का कि पार्टी के नेता ही पार्टी के लिए वोट नहीं कर रहे फिर दोष EVM को देंगे,NOT,NONE,hasoc_2020_hi_2719
1123627281941876736,"RT @Dnyanes06483471: #WednesdayWisdom 
आँखे खोलो बुधिमान समाज, आज हम हर चीज सोच परख कर ले रहै है,
चाहै कुछ भी हो हमारे जीवन में फायदे की,
प…",NOT,NONE,hasoc_2020_hi_3210
1127464046708523008,RT @Nihu_singh99: @Nikesh_pareek99 @MKMathur10 @shivamsaini09 @NishaMe92814302 @Hitler_Sona @Sourav34500649 @Priyaasingh0 अरे कोई मोटी भैंस…,HOF,OFFN,hasoc_2020_hi_842
1127488658867515398,"RT @narendramodi_in: कांग्रेस कहती है कि हमारे सैनिकों को मिला सुरक्षा कवच, उनको मिला विशेष कानून ही हटा देगी।

कांग्रेस कह रही है कि देशद्…",HOF,HATE,hasoc_2020_hi_723
1127763104786337792,"RT @SohailBobby: राजीव गांधी INS विक्रांत पर सपरिवार पिकनिक मना रहे थे : मोदी....😏 और यह बिन बुलाए 
अपनी चाय की कमाई से शरीफ को पाकिस्तान ब…",NOT,NONE,hasoc_2020_hi_325
1127582728755400706,"RT @shaktisinhgohil: मोदी सरकार का चार लाख करोड़ रुपए का घोटाला, सुप्रीम कोर्ट ने जारी किया नोटिस . BJP के नेता करोड़े से कम खाते नहीं, औऱ…",HOF,HATE,hasoc_2020_hi_4013
1127484804335714304,"@JantaKaReporter @abhisar_sharma सिर्फ 5 साल में भारतीय जनता पार्टी एक इलेक्शन पर 567 करोड रुपए खर्च कर रही है 
अपना वोट खराब नहीं करें इस पार्टी को हराने के लिए एकजुट हो वोट करें

वोट डालने ज़रूर जाना। नफ़रत और ज़हर फैलाने वालों को  रोकने वालों को वोट देना। वोट बंटे नहीं।BJP हराओ

आपका वोट देश बदल सकता है।",HOF,HATE,hasoc_2020_hi_4004
1123586941163843591,"RT @MukeshK17433086: #वेद_मेरा_भेद_है
बाइबिल में लिखा है कि जीसस के शरीर छोड़ने के बाद एक मसीहा करेगी जो विश्व में शांति स्थापित करेगा।वो औ…",NOT,NONE,hasoc_2020_hi_960
1123829090887380992,"RT @swetasamadhiya: चाची कैसन बात कर रही है जेकरा साईंन करने नही आता उ ईहां ट्वीटीया रहा है बकि कैसे?

प्रायोजित है ना चाची? बकि पूरा पैसा…",NOT,NONE,hasoc_2020_hi_4069
1127623967148261380,"र-विष कुमार की माने तो कांग्रेस वो सीटें भी जीत रही है !

जहां पर उसका कैंडिडेट भी नही खड़ा है😂🤣😅",NOT,NONE,hasoc_2020_hi_3371
1123783532357345280,"RT @sachinmahule530: #ChowkidarMeinZorHai
#वेद_मेरा_भेद_है
कबीर परमात्मा कवियों की भूमिका करके अपना तत्वज्ञान प्रदान करता है। उसकी प्रभुता…",NOT,NONE,hasoc_2020_hi_556
1123648295409205253,"KarunaShukla10 Ye to right hai 
Par wo 
Yaad hai na 
Profile pic
😂😂😂😂😂😂😂😂😂😂",NOT,NONE,hasoc_2020_hi_2651
1127585010427424769,"RT @GANPATIJHA7: लालुजी आप किसे छेड़ रहे हैं #रहिमनजी का फॉलो करिये#""रहिमन नीच न छेड़िये #लोहा जल न तैराय#पाथर डारौ कीच में #उछलि बिगाड़ै…",NOT,NONE,hasoc_2020_hi_3745
1127644712150560768,"RT @konan_abhi: सिद्धू पहला ऐसा आदमी है जो अपने आप को कुत्ता बोल रहा है 🤣🤣🤣🤣🙆🙆🙆🙆🙆🙆
ठोको ताली @sherryontopp https://t.co/IXOTCgV9sb",HOF,OFFN,hasoc_2020_hi_11
1123527004538589184,"RT @Rinku_sharma22: काशी विश्वनाथ मंदिर से गंगा नदी तक सड़क को चौड़ा करने के लिए, मोदी ने रास्ते में कुछ 80 मुस्लिम घरों की खरीद लिया।

जब…",NOT,NONE,hasoc_2020_hi_494
1123762682484727809,"RT @Shubham17075113: #वेद_मेरा_भेद_है
बाइबिल में लिखा है कि जीसस के शरीर छोड़ने के बाद एक मसीहा करेगी जो विश्व में शांति स्थापित करेगा।वो औ…",NOT,NONE,hasoc_2020_hi_2967
1127475006420602880,"लड़कियां क्रीम लगा कर गोरी हो जाती है

और

जब बच्चा काला पैदा होता है
तो कहती है""अपने बाप पे गया है""😝😢",NOT,NONE,hasoc_2020_hi_3241
1127520602716233728,"पश्चिम बंगाल की स्थिति को देखते हुए तत्काल प्रभाव से राष्ट्रपति शासन लगाकर ममता की अराजक सरकार को बरखास्त कर देना चाहिए
@rashtrapatibhvn 
@ZeeNewsHindi 
@narendramodi",NOT,NONE,hasoc_2020_hi_3442
1127619022063693824,"RT @Sureshbhagwa: जब मिली सत्ता तो जनता का पैसा #सैफई मे खर्च कर उड़ाया l

अब इन्हें फिर से #गरीब याद आया...😂

@narendramodi
@AmitShah 
#je…",NOT,NONE,hasoc_2020_hi_3509
1127604941776777216,सूनो ऐक राज बताना है।तो आओ कान पास करो,NOT,NONE,hasoc_2020_hi_2786
1127624013268668416,"RT @Vyas241S: चो तरफ धुवाँ हि धुवाँ ,
तो क्या ?
#हुआ_तो_हुआ 
मोपलाकाण्ड , जामा मस्जिद के बाहर 
बरसाती रात में ठीठुरता ; स्वदेश में शरणार्थी…",NOT,NONE,hasoc_2020_hi_1124
1127619303065260032,"@RPDULAR @shweta_mastani अगर पांचों उंगलियों से भी वोट करता तो भी हारता चेहरे पर तोते उड रहे हैं देख लो हार का डर बहुत बुरा होता है साहब😜😂

#AayegaToModiHi 
#NAMO_Again_2019",NOT,NONE,hasoc_2020_hi_3119
1123640041027203073,"RT @ZubinaAhmd: कार्यकर्ताओ पर भड़की प्रियंका"" बोली, यहां पेमेंट देने के बाद भी नारा लगाने वाला नही मिलता उधर
फ्री में लोग मोदी मोदी कर रहे…",NOT,NONE,hasoc_2020_hi_1356
1127502697232343040,"@SwetaSinghAT आप तो दलाली के लिए वोट दिए, लेकिन जनता दाल के लिए वोट करेगी।",NOT,NONE,hasoc_2020_hi_3499
1127806150932611073,"@BharatiyaDhurav @sagenaradamuni @RahulGandhi @priyankagandhi @narendramodi आप और हम सोते ही रहते तो और बहुत कुछ Possible हो जाता मित्र..!
इनकी पीड़ा ही यही है कि देश जागरूक क्यूँ होता जा रहा है?
हम जागरूक है तो ये बे-आबरू हैं",NOT,NONE,hasoc_2020_hi_2288
1127644213028491265,"RT @varsha10534245: मेरा नाम है गौरी लंकेश..

मुझे घर के बाहर गोली मार दी गई..

कसूर सिर्फ इतना था कि मैंने RSS और बीजेपी के खिलाफ लिखा....…",NOT,NONE,hasoc_2020_hi_4033
1127615263946489859,"RT @bahujanwarrior: एक गांव में चार - पांच कुम्हार के बच्चे गधे के साथ खेल रहे थे , खेल - खेल में गधा उनसे मर गया कुम्हार इकट्ठे होकर पंडित…",NOT,NONE,hasoc_2020_hi_4222
